Converged,Iterations,ClosedLoopSpectralRadius,GAREResidual,NormalizedGAREResidual,LyapunovResidual,NormalizedLyapunovResidual,GameMatrixReciprocalCondition,PursuerCurvatureMinimum,EvaderCurvatureMaximum,TruePursuerOffset,EstimatedPursuerOffset,PursuerOffsetSignedError,PursuerOffsetPercentError,TrueEvaderOffset,EstimatedEvaderOffset,EvaderOffsetSignedError,EvaderOffsetPercentError,BiasMapRank,BiasMapConditionNumber,TheoreticalPursuerEstimateStd,TheoreticalEvaderEstimateStd,MonteCarloTrials,MonteCarloPursuerMean,MonteCarloPursuerIndividualStd,MonteCarloPursuerMeanStandardError,MonteCarloPursuerRMSE,MonteCarloEvaderMean,MonteCarloEvaderIndividualStd,MonteCarloEvaderMeanStandardError,MonteCarloEvaderRMSE,EstimatedStateErrorReductionPercent,ExactStateErrorReductionPercent,MaximumExactTrajectoryError,MaximumAnalyticalMismatch
1,4,0.981970727267784,6.40477961450376e-15,2.20762346237737e-16,4.35120382065932e-15,1.49978925462494e-16,0.565793790003343,1.76184034324973,-0.998509990370503,0.04,0.0400013670290087,1.36702900870034e-06,0.00341757252175084,-0.01,-0.0102874375526748,-0.000287437552674803,2.87437552674803,2,91.049989020034,7.29141629615436e-06,0.00066388179144464,1000,0.0400001705159895,7.56647099217876e-06,2.3927282184879e-07,7.56460887917419e-06,-0.0100314465186303,0.000641591316559207,2.0288898873132e-05,0.000642041012397695,99.7250916366237,100,1.38777878078145e-17,4.68460249305392e-15
