Iterations,Converged,FinalValueMatrixChange,FinalPursuerGainChange,FinalEvaderGainChange,ClosedLoopRadius,GAREResidual,NormalizedGAREResidual,LyapunovResidual,NormalizedLyapunovResidual,ValueMatrixSymmetryError,MinimumValueMatrixEigenvalue,GameMatrixRcond,PursuerCurvatureMinimum,EvaderCurvatureMaximum,BiasMapRank,BiasMapCondition,PursuerBiasTrue,PursuerBiasEstimated,PursuerBiasSignedError,PursuerBiasAbsoluteError,PursuerBiasPercentError,EvaderBiasTrue,EvaderBiasEstimated,EvaderBiasSignedError,EvaderBiasAbsoluteError,EvaderBiasPercentError,PursuerMonteCarloMean,PursuerMonteCarloSD,PursuerMonteCarloRMSE,EvaderMonteCarloMean,EvaderMonteCarloSD,EvaderMonteCarloRMSE,MaximumUncompensatedWeightedDeviation,MaximumEstimatedWeightedDeviation,MaximumExactWeightedDeviation,FinalUncompensatedWeightedDeviation,FinalEstimatedWeightedDeviation,FinalExactWeightedDeviation,PredictedUncompensatedEquilibriumNorm,PredictedEstimatedEquilibriumNorm,MaximumStateErrorReductionPercent,UncompensatedAnalyticalMismatch,EstimatedAnalyticalMismatch,MaximumExactTrajectoryError,NominalSignedCost,UncompensatedSignedCost,EstimatedSignedCost,ExactSignedCost,UncompensatedCostChange,EstimatedCostChange,ExactCostChange,EstimatedCostRecoveryError
633,1,9.79347845465331e-11,4.48592906134851e-13,6.70087522576806e-13,0.981970727267758,9.44370284461542e-11,3.25509092087534e-12,9.44396515629468e-11,3.25518133544891e-12,0,1.01010013551951,0.565793790003569,1.76184034324956,-0.998509990370631,2,91.049989020034,0.04,0.0400013670290087,1.36702900870034e-06,1.36702900870034e-06,0.00341757252175084,-0.01,-0.0102874375526748,-0.000287437552674803,0.000287437552674803,2.87437552674803,0.0400002469471419,6.9852339323269e-06,6.98610638962153e-06,-0.00997496699492055,0.000658180166221832,0.000658327108221968,0.0412862883674501,0.000113499459648931,1.99840144432528e-15,0.0412862883674501,0.000113499459648931,2.0463867241566e-18,0.041287357822056,0.000113512029317946,99.7250916366257,3.14920031894575e-15,5.1457817310612e-15,1.99840144432528e-15,3169.85881235989,3171.20561554657,3169.85876338411,3169.85881235989,1.34680318667961,-4.89757785544498e-05,0,4.89757785544498e-05
