Trial,PursuerBiasEstimate,EvaderBiasEstimate
583,0.0400015079877094,-0.00912247432916
584,0.0400002724695032,-0.0107857668577603
585,0.0400044941221315,-0.00911598714597864
586,0.0399997967958311,-0.00953594025305648
587,0.0400183228973965,-0.0107828302009523
588,0.0400057344582783,-0.00880238090304434
589,0.0399917905380232,-0.0104352245210864
590,0.0400035902788818,-0.00995586786276325
591,0.0399966077854552,-0.0102913226094253
592,0.0400127565089535,-0.00979334406754294
593,0.0399967725245045,-0.00994103308419521
594,0.039988350905982,-0.0094199393734291
595,0.0399961273460074,-0.00978528348730855
596,0.0400024368633689,-0.0107189142116387
597,0.0400017501388093,-0.010017430033238
598,0.0400093769687064,-0.00994023285075005
599,0.0400020667472748,-0.0106960487073548
600,0.0399861506152082,-0.0112228250369653
601,0.0399967291174743,-0.010839961666895
602,0.0399997166133953,-0.0103357832208147
603,0.0400048451496356,-0.00984158488087397
604,0.0399957305799063,-0.00888198011411818
605,0.0399868986647102,-0.0105209504324598
606,0.0400046149414461,-0.0100523419885007
607,0.0399908021074039,-0.00861418217484989
608,0.0400068284603098,-0.00937194215189996
609,0.0399943116485398,-0.0111738637131681
610,0.0399975706549781,-0.00926776603179794
611,0.0399978540440518,-0.0108169499781835
612,0.0400038442386041,-0.0104269433781802
613,0.0399917588893387,-0.00974127337411281
614,0.0399995009545792,-0.0098646266990067
615,0.0400049139459947,-0.0101305483282016
616,0.0400058508026305,-0.00964600687260542
617,0.0399909188004669,-0.00996766962332296
618,0.0400070547235999,-0.00993342790557413
619,0.0399991198188898,-0.0103959115033444
620,0.0400003036109634,-0.0101256368074349
621,0.0400097894631385,-0.00979980408234625
622,0.0400088428918608,-0.0109862286185551
623,0.0399929085958448,-0.0104405137698451
624,0.0399947274306657,-0.010505442933652
625,0.0399973584244291,-0.010500371468415
626,0.039988362004494,-0.00970565256922321
627,0.0399974843958591,-0.0104260314927347
628,0.0400172081417035,-0.0102282214092519
629,0.0400091038686811,-0.0102685406623795
630,0.0400062918932564,-0.0101118809113645
631,0.0400039192257995,-0.0101805895556888
632,0.0399944226186086,-0.00899188139937459
633,0.0399956655526814,-0.0107710079342179
634,0.0400079183347272,-0.0100137332531508
635,0.0399979560925796,-0.00990286636173782
636,0.039988127318148,-0.0101778131399744
637,0.0399965627216005,-0.0100625839089883
638,0.0400009073345636,-0.00936580685743357
639,0.0399947182982949,-0.01013893377625
640,0.03999647137091,-0.00949517846280441
641,0.0400010990624052,-0.00977475681257006
642,0.0400138795645735,-0.0103130033374287
643,0.0400013159457427,-0.0106075078883578
644,0.039997126208843,-0.0100560221037281
645,0.0400024873707243,-0.0107119543607273
646,0.0399922892442163,-0.00932923748622157
647,0.0399894242277963,-0.00876751464397705
648,0.0400055750611723,-0.00979155610233789
649,0.0399910943141223,-0.0105884813430015
650,0.039993030442034,-0.00950248015933786
651,0.0400114684910008,-0.00981495853088567
652,0.039998192140526,-0.00958515508098234
653,0.040000012764981,-0.00974161390454923
654,0.040009019012018,-0.00929426319902998
655,0.0400033800768522,-0.00799997368215199
656,0.0400018292978963,-0.0101904372086
657,0.0400014388990535,-0.0086012003243157
658,0.0399967002925724,-0.00893108537994279
659,0.0400027274574046,-0.0109647315507816
660,0.0399917158531489,-0.00925044778507851
661,0.0399847782461625,-0.0097359543625836
662,0.0399992420889788,-0.00982644409299012
663,0.0400104530859506,-0.0101071990255258
664,0.0399982208977161,-0.00955787368441688
665,0.0400029849923299,-0.0109464827526634
