TimeStep,PursuerPolicyNominal,PursuerCommandNominal,PursuerRealizedNominal,PursuerPolicyUncompensated,PursuerCommandUncompensated,PursuerRealizedUncompensated,PursuerPolicyEstimated,PursuerCommandEstimated,PursuerRealizedEstimated,PursuerPolicyExact,PursuerCommandExact,PursuerRealizedExact,EvaderPolicyNominal,EvaderCommandNominal,EvaderRealizedNominal,EvaderPolicyUncompensated,EvaderCommandUncompensated,EvaderRealizedUncompensated,EvaderPolicyEstimated,EvaderCommandEstimated,EvaderRealizedEstimated,EvaderPolicyExact,EvaderCommandExact,EvaderRealizedExact
125,0.12891788889806,0.12891788889806,0.12891788889806,0.124085257318784,0.124085257318784,0.164085257318784,0.128929775108831,0.0889284080798224,0.128928408079822,0.12891788889806,0.0889178888980602,0.12891788889806,0.209213644088056,0.209213644088056,0.209213644088056,0.205427296479354,0.205427296479354,0.195427296479354,0.20923306110411,0.219520498656785,0.209520498656785,0.209213644088056,0.219213644088056,0.209213644088056
126,0.126593593119193,0.126593593119193,0.126593593119193,0.121756115341143,0.121756115341143,0.161756115341143,0.126605503844009,0.0866041368150005,0.126604136815,0.126593593119193,0.0865935931191929,0.126593593119193,0.205441674239142,0.205441674239142,0.205441674239142,0.201647462005024,0.201647462005024,0.191647462005024,0.205461131037671,0.215748568590346,0.205748568590346,0.205441674239142,0.215441674239142,0.205441674239142
127,0.124311202702809,0.124311202702809,0.124311202702809,0.119468966099424,0.119468966099424,0.159468966099424,0.1243231374997,0.0843217704706913,0.124321770470691,0.124311202702809,0.0843112027028089,0.124311202702809,0.201737710263431,0.201737710263431,0.201737710263431,0.197935775197375,0.197935775197375,0.187935775197375,0.201757206127187,0.212044643679862,0.202044643679862,0.201737710263431,0.211737710263431,0.201737710263431
128,0.122069962125703,0.122069962125703,0.122069962125703,0.117223052495143,0.117223052495143,0.157223052495143,0.122081920560667,0.0820805535316582,0.122080553531658,0.122069962125703,0.082069962125703,0.122069962125703,0.198100526064479,0.198100526064479,0.198100526064479,0.194291007403527,0.194291007403527,0.184291007403527,0.198120060289144,0.208407497841818,0.198407497841818,0.198100526064479,0.208100526064479,0.198100526064479
129,0.119869129486204,0.119869129486204,0.119869129486204,0.115017631079749,0.115017631079749,0.155017631079749,0.119881111133063,0.0798797441040545,0.119879744104054,0.119869129486204,0.0798691294862036,0.119869129486204,0.194528917651468,0.194528917651468,0.194528917651468,0.190711952122321,0.190711952122321,0.180711952122321,0.194548489545422,0.204835927098097,0.194835927098097,0.194528917651468,0.204528917651468,0.194528917651468
130,0.117707976258586,0.117707976258586,0.117707976258586,0.11285197180853,0.11285197180853,0.15285197180853,0.117719980698848,0.0777186136698388,0.117718613669839,0.117707976258586,0.0777079762585859,0.117707976258586,0.191021702740661,0.191021702740661,0.191021702740661,0.187197424604937,0.187197424604937,0.177197424604937,0.191041311624755,0.20132874917743,0.19132874917743,0.191021702740661,0.201021702740661,0.191021702740661
131,0.115585787051914,0.115585787051914,0.115585787051914,0.110725357798945,0.110725357798945,0.150725357798945,0.115597813874629,0.0755964468456203,0.11559644684562,0.115585787051914,0.0755857870519138,0.115585787051914,0.18757772036404,0.18757772036404,0.18757772036404,0.183746261462717,0.183746261462717,0.173746261462717,0.187597365571368,0.197884803124043,0.187884803124043,0.18757772036404,0.19757772036404,0.18757772036404
132,0.113501859373229,0.113501859373229,0.113501859373229,0.108637085093326,0.108637085093326,0.148637085093326,0.113513908174858,0.0735125411458494,0.113512541145849,0.113501859373229,0.0735018593732287,0.113501859373229,0.184195830484995,0.184195830484995,0.184195830484995,0.180357320282055,0.180357320282055,0.170357320282055,0.184215511360676,0.19450294891335,0.18450294891335,0.184195830484995,0.194195830484995,0.184195830484995
133,0.111455503395009,0.111455503395009,0.111455503395009,0.106586462425848,0.106586462425848,0.146586462425848,0.111467573779289,0.0714662067502801,0.11146620675028,0.111455503395009,0.0714555033950091,0.111455503395009,0.180874913620949,0.180874913620949,0.180874913620949,0.177029479246231,0.177029479246231,0.167029479246231,0.180894629521908,0.191182067074582,0.181182067074582,0.180874913620949,0.190874913620949,0.180874913620949
134,0.109446041726822,0.109446041726822,0.109446041726822,0.104572810993707,0.104572810993707,0.144572810993707,0.109458133304632,0.0694567662756236,0.109456766275624,0.109446041726822,0.0694460417268217,0.109446041726822,0.177613870472782,0.177613870472782,0.177613870472782,0.173761636764067,0.173761636764067,0.163761636764067,0.177633620767538,0.187921058320213,0.177921058320213,0.177613870472782,0.187613870472782,0.177613870472782
135,0.10747280919109,0.10747280919109,0.10747280919109,0.102595464232418,0.102595464232418,0.142595464232418,0.107484921580327,0.0674835545513185,0.107483554551319,0.10747280919109,0.0674728091910897,0.10747280919109,0.174411621560937,0.174411621560937,0.174411621560937,0.170552711105273,0.170552711105273,0.160552711105273,0.174431405629396,0.184718843182071,0.174718843182071,0.174411621560937,0.184411621560937,0.174411621560937
136,0.105535152602904,0.105535152602904,0.105535152602904,0.10065376759517,0.10065376759517,0.14065376759517,0.105547285428354,0.065545918399345,0.105545918399345,0.105535152602904,0.0655351526029042,0.105535152602904,0.171267106868091,0.171267106868091,0.171267106868091,0.16740164004237,0.16740164004237,0.15740164004237,0.171286924101338,0.181574361654013,0.171574361654013,0.171267106868091,0.181267106868091,0.171267106868091
137,0.103632430553805,0.103632430553805,0.103632430553805,0.0987470783361541,0.0987470783361541,0.138747078336154,0.103644583447016,0.0636432164180077,0.103643216418008,0.103632430553805,0.0636324305538048,0.103632430553805,0.168179285488262,0.168179285488262,0.168179285488262,0.164307380499068,0.164307380499068,0.154307380499068,0.16819913528836,0.178486572841034,0.168486572841034,0.168179285488262,0.178179285488262,0.168179285488262
138,0.101764013199459,0.101764013199459,0.101764013199459,0.0968747652978021,0.0968747652978021,0.136874765297802,0.101776185798626,0.061774818769617,0.101774818769617,0.101764013199459,0.0617640131994594,0.101764013199459,0.165147135282246,0.165147135282246,0.165147135282246,0.161268908204983,0.161268908204983,0.151268908204983,0.165167017062037,0.175454454614712,0.165454454614712,0.165147135282246,0.175147135282246,0.165147135282246
139,0.0999292820511706,0.0999292820511706,0.0999292820511706,0.0950362087018562,0.0950362087018562,0.135036208701856,0.0999414740010077,0.059940106971999,0.099940106971999,0.0999292820511706,0.0599292820511706,0.0999292820511706,0.162169652539265,0.162169652539265,0.162169652539265,0.158285217356584,0.158285217356584,0.148285217356584,0.16218956572218,0.172477003274854,0.162477003274854,0.162169652539265,0.172169652539265,0.162169652539265
140,0.0981276297711426,0.0981276297711426,0.0981276297711426,0.0932307999442102,0.0932307999442102,0.13323079994421,0.098139840722772,0.0581384736937633,0.0981384736937633,0.0981276297711426,0.0581276297711426,0.0981276297711426,0.159245851644718,0.159245851644718,0.159245851644718,0.155355320284244,0.155355320284244,0.145355320284244,0.15926579566458,0.169553233217255,0.159553233217255,0.159245851644718,0.169245851644718,0.159245851644718
141,0.0963584599714382,0.0963584599714382,0.0963584599714382,0.0914579413934474,0.0914579413934474,0.131457941393447,0.0963706895822714,0.0563693225532627,0.0963693225532627,0.0963584599714382,0.0563584599714382,0.0963584599714382,0.156374764753918,0.156374764753918,0.156374764753918,0.152478247125303,0.152478247125303,0.142478247125303,0.15639473905476,0.166682176607435,0.156682176607435,0.156374764753918,0.166374764753918,0.156374764753918
142,0.0946211870165609,0.0946211870165609,0.0946211870165609,0.0897170461930105,0.0897170461930105,0.129717046193011,0.094633434950186,0.0546320679211773,0.0946320679211773,0.0946211870165609,0.0546211870165609,0.0946211870165609,0.153555441471713,0.153555441471713,0.153555441471713,0.149653045503019,0.149653045503019,0.139653045503019,0.153575445507591,0.163862883060266,0.153862883060266,0.153555441471713,0.163555441471713,0.153555441471713
143,0.0929152358295963,0.0929152358295963,0.0929152358295963,0.0880075380669394,0.0880075380669394,0.128007538066939,0.0929275017556667,0.052926134726658,0.092926134726658,0.0929152358295963,0.0529152358295963,0.0929152358295963,0.150786948537886,0.150786948537886,0.150786948537886,0.146878780211309,0.146878780211309,0.136878780211309,0.150806981772699,0.161094419325374,0.151094419325374,0.150786948537886,0.160786948537886,0.150786948537886
144,0.0912400417018484,0.0912400417018484,0.0912400417018484,0.0863288511291103,0.0863288511291103,0.12632885112911,0.0912523252959734,0.0512509582669647,0.0912509582669647,0.0912400417018484,0.0512400417018484,0.0912400417018484,0.148068369518223,0.148068369518223,0.148068369518223,0.144154532905177,0.144154532905177,0.134154532905177,0.148088431425536,0.15837586897821,0.14837586897821,0.148068369518223,0.158068369518223,0.148068369518223
145,0.0895950501059084,0.0895950501059084,0.0895950501059084,0.0846804296959145,0.0846804296959145,0.124680429695915,0.0896073510495458,0.0496059840205371,0.0896059840205371,0.0895950501059084,0.0495950501059084,0.0895950501059084,0.145398804501151,0.145398804501151,0.145398804501151,0.14147940179672,0.14147940179672,0.13147940179672,0.145418894564019,0.155706332116694,0.145706332116694,0.145398804501151,0.155398804501151,0.145398804501151
146,0.0879797165120932,0.0879797165120932,0.0879797165120932,0.0830617281023149,0.0830617281023149,0.123061728102315,0.0879920344924439,0.0479906674634352,0.0879906674634352,0.0879797165120932,0.0479797165120932,0.0879797165120932,0.142777369799851,0.142777369799851,0.142777369799851,0.138852501356613,0.138852501356613,0.128852501356613,0.142797487510649,0.153084925063324,0.143084925063324,0.142777369799851,0.152777369799851,0.142777369799851
147,0.0863935062081938,0.0863935062081938,0.0863935062081938,0.0814722105212179,0.0814722105212179,0.121472210521218,0.0864058409180984,0.0464044738890897,0.0864044738890897,0.0863935062081938,0.0463935062081938,0.0863935062081938,0.140203197659731,0.140203197659731,0.140203197659731,0.136272962020982,0.136272962020982,0.126272962020982,0.140223342519988,0.150510780072663,0.140510780072663,0.140203197659731,0.150203197659731,0.140203197659731
148,0.0848358941224737,0.0848358941224737,0.0848358941224737,0.0799113507861027,0.0799113507861027,0.119911350786103,0.0848482452603104,0.0448468782313017,0.0848468782313017,0.0848358941224737,0.0448358941224737,0.0848358941224737,0.137675435971186,0.137675435971186,0.137675435971186,0.133739929903559,0.133739929903559,0.123739929903559,0.137695607491417,0.147983045044092,0.137983045044092,0.137675435971186,0.147675435971186,0.137675435971186
149,0.0833063646498578,0.0833063646498578,0.0833063646498578,0.0783786322168483,0.0783786322168483,0.118378632216848,0.0833187319194428,0.0433173648904341,0.0833173648904341,0.0833063646498578,0.0433063646498578,0.0833063646498578,0.135193247987527,0.135193247987527,0.135193247987527,0.13125256651302,0.13125256651302,0.12125256651302,0.135213445687072,0.145500883239746,0.135500883239746,0.135193247987527,0.145193247987527,0.135193247987527
150,0.0818044114812553,0.0818044114812553,0.0818044114812553,0.0768735474487005,0.0768735474487005,0.1168735474487,0.0818167945917451,0.0418154275627364,0.0818154275627364,0.0818044114812553,0.0418044114812553,0.0818044114812553,0.132755812047998,0.132755812047998,0.132755812047998,0.128810048475435,0.128810048475435,0.118810048475435,0.132776035454863,0.143063473007538,0.133063473007538,0.132755812047998,0.142755812047998,0.132755812047998
151,0.0803295374359604,0.0803295374359604,0.0803295374359604,0.0753955982643225,0.0753955982643225,0.115395598264322,0.0803419361017549,0.0403405690727462,0.0803405690727462,0.0803295374359604,0.0403295374359604,0.0803295374359604,0.130362321305792,0.130362321305792,0.130362321305792,0.126411567261703,0.126411567261703,0.116411567261703,0.130382569956492,0.140670007509167,0.130670007509167,0.130362321305792,0.140362321305792,0.130362321305792
152,0.0788812542970736,0.0788812542970736,0.0788812542970736,0.0739442954288738,0.0739442954288738,0.113944295428874,0.078893668237722,0.0388923012087133,0.0788923012087133,0.0788812542970736,0.0388812542970736,0.0788812542970736,0.128011983460959,0.128011983460959,0.128011983460959,0.124056328919917,0.124056328919917,0.114056328919917,0.128032256900367,0.138319694453042,0.128319694453042,0.128011983460959,0.138011983460959,0.128011983460959
153,0.0774590826498911,0.0774590826498911,0.0774590826498911,0.0725191585280624,0.0725191585280624,0.112519158528062,0.0774715115899989,0.0374701445609902,0.0774701445609902,0.0774590826498911,0.0374590826498911,0.0774590826498911,0.125704020498144,0.125704020498144,0.125704020498144,0.121743553812546,0.121743553812546,0.111743553812546,0.125724318279337,0.136011755832012,0.126011755832012,0.125704020498144,0.135704020498144,0.125704020498144
154,0.0760625517232076,0.0760625517232076,0.0760625517232076,0.0711197158091163,0.0711197158091163,0.111119715809116,0.0760749953923455,0.0360736283633368,0.0760736283633368,0.0760625517232076,0.0360625517232076,0.0760625517232076,0.123437668429042,0.123437668429042,0.123437668429042,0.119472476358353,0.119472476358353,0.109472476358353,0.123457990113156,0.133745427665831,0.123745427665831,0.123437668429042,0.133437668429042,0.123437668429042
155,0.0746911992334802,0.0746911992334802,0.0746911992334802,0.0697455040246231,0.0697455040246231,0.109745504024623,0.0747036573660944,0.0347022903370857,0.0747022903370857,0.0746911992334802,0.0346911992334802,0.0746911992334802,0.121212177039502,0.121212177039502,0.121212177039502,0.117242344778979,0.117242344778979,0.107242344778979,0.121232522195583,0.131519959748258,0.121519959748258,0.121212177039502,0.131212177039502,0.121212177039502
156,0.0733445712318019,0.0733445712318019,0.0733445712318019,0.0683960682791844,0.0683960682791844,0.108396068279184,0.0733570435671266,0.0333556765381179,0.0733556765381179,0.0733445712318019,0.0333445712318019,0.0733445712318019,0.119026809641186,0.119026809641186,0.119026809641186,0.115052420850078,0.115052420850078,0.105052420850078,0.119047177846054,0.129334615398729,0.119334615398729,0.119026809641186,0.129026809641186,0.119026809641186
157,0.0720222219536348,0.0720222219536348,0.0720222219536348,0.0670709618788347,0.0670709618788347,0.107070961878835,0.0720347082356053,0.0320333412065966,0.0720333412065966,0.0720222219536348,0.0320222219536348,0.0720222219536348,0.116880842827716,0.116880842827716,0.116880842827716,0.112901979656954,0.112901979656954,0.102901979656954,0.116901233665816,0.127188671218491,0.117188671218491,0.116880842827716,0.126880842827716,0.116880842827716
158,0.070723713671251,0.070723713671251,0.070723713671251,0.065769746183176,0.065769746183176,0.105769746183176,0.0707362136484194,0.0307348466194107,0.0707348466194107,0.070723713671251,0.030723713671251,0.070723713671251,0.1147735662352,0.1147735662352,0.1147735662352,0.110790309354596,0.110790309354596,0.100790309354596,0.114793979298473,0.125081416851147,0.115081416851147,0.1147735662352,0.1247735662352,0.1147735662352
159,0.0694486165488352,0.0694486165488352,0.0694486165488352,0.0644919904601779,0.0644919904601779,0.104491990460178,0.0694611299742872,0.0294597629452785,0.0694597629452785,0.0694486165488352,0.0294486165488352,0.0694486165488352,0.112704282307093,0.112704282307093,0.112704282307093,0.10871671093204,0.10871671093204,0.0987167109320404,0.112724717194834,0.123012154747509,0.113012154747509,0.112704282307093,0.122704282307093,0.112704282307093
160,0.0681965085001996,0.0681965085001996,0.0681965085001996,0.0632372717435948,0.0632372717435948,0.103237271743595,0.0682090351314723,0.0282076681024636,0.0682076681024636,0.0681965085001996,0.0281965085001996,0.0681965085001996,0.110672306063286,0.110672306063286,0.110672306063286,0.106680497980982,0.106680497980982,0.0966804979809819,0.110692762382016,0.120980199934691,0.110980199934691,0.110672306063286,0.120672306063286,0.110672306063286
161,0.066966975049063,0.066966975049063,0.066966975049063,0.0620051746929551,0.0620051746929551,0.102005174692955,0.0669795146480651,0.0269781476190564,0.0669781476190564,0.066966975049063,0.026966975049063,0.066966975049063,0.108676964873365,0.108676964873365,0.108676964873365,0.104680996468559,0.104680996468559,0.0946809964685591,0.108697442236699,0.118984879789374,0.108984879789374,0.108676964873365,0.118676964873365,0.108676964873365
162,0.0657596091918503,0.0657596091918503,0.0657596091918503,0.0607952914560741,0.0607952914560741,0.100795291456074,0.0657721615247831,0.0257707944957744,0.0657707944957744,0.0657596091918503,0.0257596091918503,0.0657596091918503,0.10671759823395,0.10671759823395,0.10671759823395,0.102717544514232,0.102717544514232,0.0927175445142323,0.106738096262469,0.117025533815144,0.107025533815144,0.10671759823395,0.11671759823395,0.10671759823395
163,0.0645740112629649,0.0645740112629649,0.0645740112629649,0.0596072215340449,0.0596072215340449,0.0996072215340449,0.0645865761002449,0.0245852090712362,0.0645852090712362,0.0645740112629649,0.0245740112629649,0.0645740112629649,0.10479355755006,0.10479355755006,0.10479355755006,0.100789492170687,0.100789492170687,0.0907894921706868,0.104814075871186,0.115101513423861,0.105101513423861,0.10479355755006,0.11479355755006,0.10479355755006
164,0.0634097888024901,0.0634097888024901,0.0634097888024901,0.0584405716486649,0.0584405716486649,0.0984405716486649,0.063422365918673,0.0234209988896643,0.0634209988896643,0.0634097888024901,0.0234097888024901,0.0634097888024901,0.102904205920408,0.102904205920408,0.102904205920408,0.0988962012086851,0.0988962012086851,0.0888962012086851,0.10292474416828,0.113212181720955,0.103212181720955,0.102904205920408,0.112904205920408,0.102904205920408
165,0.0622665564262762,0.0622665564262762,0.0622665564262762,0.0572949556122515,0.0572949556122515,0.0972949556122515,0.0622791455999823,0.0222777785709736,0.0622777785709736,0.0622665564262762,0.0222665564262762,0.0622665564262762,0.101048917926574,0.101048917926574,0.101048917926574,0.0970370449057989,0.0970370449057989,0.0870370449057989,0.101069475741927,0.111356913294602,0.101356913294602,0.101048917926574,0.111048917926574,0.101048917926574
166,0.0611439356983694,0.0611439356983694,0.0611439356983694,0.0561699941998049,0.0561699941998049,0.0961699941998049,0.0611565367122103,0.0211551696832016,0.0611551696832016,0.0611439356983694,0.0211439356983694,0.0611439356983694,0.0992270794259774,0.0992270794259774,0.0992270794259774,0.0952114078389494,0.0952114078389494,0.0852114078389494,0.0992476564560245,0.109535094008699,0.0995350940086993,0.0992270794259774,0.109227079425977,0.0992270794259774
167,0.0600415550057409,0.0600415550057409,0.0600415550057409,0.0550653150234766,0.0550653150234766,0.0950653150234766,0.0600541676462475,0.0200528006172388,0.0600528006172388,0.0600415550057409,0.0200415550057409,0.0600415550057409,0.0974380873485824,0.0974380873485824,0.0974380873485824,0.0934186856806882,0.0934186856806882,0.0834186856806882,0.0974586832468963,0.107746120799571,0.0977461207995711,0.0974380873485824,0.107438087348582,0.0974380873485824
168,0.0589590494352745,0.0589590494352745,0.0589590494352745,0.0539805524093,0.0539805524093,0.0939805524093,0.0589716734928266,0.0189703064638179,0.0589703064638179,0.0589590494352745,0.0189590494352745,0.0589590494352745,0.0956813494972667,0.0956813494972667,0.0956813494972667,0.0916582849991514,0.0916582849991514,0.0816582849991514,0.0957019639236662,0.105989401476341,0.095989401476341,0.0956813494972667,0.105681349497267,0.0956813494972667
169,0.0578960606529722,0.0578960606529722,0.0578960606529722,0.052915347276144,0.052915347276144,0.092915347276144,0.0579086959217288,0.0179073288927201,0.0579073288927201,0.0578960606529722,0.0178960606529722,0.0578960606529722,0.0939562843517914,0.0939562843517914,0.0939562843517914,0.0899296230616201,0.0899296230616201,0.0799296230616201,0.0939769169722286,0.104264354524903,0.0942643545249034,0.0939562843517914,0.103956284351791,0.0939562843517914
170,0.0568522367853374,0.0568522367853374,0.0568522367853374,0.0518693470168496,0.0518693470168496,0.0918693470168496,0.0568648830631685,0.0168635160341598,0.0568635160341598,0.0568522367853374,0.0168522367853374,0.0568522367853374,0.0922623208763048,0.0922623208763048,0.0922623208763048,0.0882321276416225,0.0882321276416225,0.0782321276416225,0.0922829713627545,0.102570408915429,0.0925704089154293,0.0922623208763048,0.102262320876305,0.0922623208763048
171,0.0558272323028965,0.0558272323028965,0.0558272323028965,0.0508422053815079,0.0508422053815079,0.0908422053815079,0.0558398893913166,0.0158385223623079,0.0558385223623079,0.0558272323028965,0.0158272323028965,0.0558272323028965,0.0905988983303161,0.0905988983303161,0.0905988983303161,0.0865652368295137,0.0865652368295137,0.0765652368295137,0.0906195663606671,0.100907003913342,0.0909070039133419,0.0905988983303161,0.100598898330316,0.0905988983303161
172,0.0548207079058214,0.0548207079058214,0.0548207079058214,0.0498335823628444,0.0498335823628444,0.0898335823628444,0.0548333756099234,0.0148320085809147,0.0548320085809147,0.0548207079058214,0.0148207079058214,0.0548207079058214,0.0889654660830781,0.0889654660830781,0.0889654660830781,0.0849283988464713,0.0849283988464713,0.0749283988464713,0.0889861513410266,0.0992735888937014,0.0892735888937014,0.0889654660830781,0.0989654660830781,0.0889654660830781
173,0.0538323304116128,0.0538323304116128,0.0538323304116128,0.0488431440836685,0.0488431440836685,0.0888431440836685,0.0538450085400037,0.013843641510995,0.053843641510995,0.0538323304116128,0.0138323304116128,0.0538323304116128,0.0873614834313152,0.0873614834313152,0.0873614834313152,0.0833210718618437,0.0833210718618437,0.0733210718618437,0.0873821856062601,0.0976696231589349,0.0876696231589349,0.0873614834313152,0.0973614834313152,0.0873614834313152
174,0.0528617726448096,0.0528617726448096,0.0528617726448096,0.0478705626863522,0.0478705626863522,0.0878705626863522,0.0528744610095471,0.0128730939805384,0.0528730939805384,0.0528617726448096,0.0128617726448096,0.0528617726448096,0.0857864194202388,0.0857864194202388,0.0857864194202388,0.0817427238137918,0.0817427238137918,0.0717427238137918,0.0858071382071789,0.0960945757598537,0.0860945757598537,0.0857864194202388,0.0957864194202388,0.0857864194202388
175,0.0519087133286866,0.0519087133286866,0.0519087133286866,0.0469155162243025,0.0469155162243025,0.0869155162243025,0.0519214117452167,0.011920044716208,0.051920044716208,0.0519087133286866,0.0119087133286866,0.0519087133286866,0.0842397526677887,0.0842397526677887,0.0842397526677887,0.0801928322331647,0.0801928322331647,0.0701928322331647,0.0842604877672219,0.0945479253198968,0.0845479253198968,0.0842397526677887,0.0942397526677887,0.0842397526677887
176,0.0509728369789039,0.0509728369789039,0.0509728369789039,0.045977688555389,0.045977688555389,0.085977688555389,0.0509855452660002,0.0109841782369915,0.0509841782369915,0.0509728369789039,0.0109728369789039,0.0509728369789039,0.0827209711920445,0.0827209711920445,0.0827209711920445,0.0786708840705501,0.0786708840705501,0.0686708840705501,0.0827417223098684,0.0930291598625432,0.0830291598625432,0.0827209711920445,0.0927209711920445,0.0827209711920445
177,0.0500538337990752,0.0500538337990752,0.0500538337990752,0.0450567692372942,0.0450567692372942,0.0850567692372942,0.0500665517787785,0.0100651847497698,0.0500651847497698,0.0500538337990752,0.0100538337990752,0.0500538337990752,0.0812295722417472,0.0812295722417472,0.0812295722417472,0.0771763755264436,0.0771763755264436,0.0671763755264436,0.0812503390891619,0.0915377766418367,0.0815377766418367,0.0812295722417472,0.0912295722417472,0.0812295722417472
178,0.0491513995782173,0.0491513995782173,0.0491513995782173,0.0441524534247497,0.0441524534247497,0.0841524534247497,0.049164127075777,0.00916276004676828,0.0491627600467683,0.0491513995782173,0.00915139957821733,0.0491513995782173,0.0797650621298773,0.0797650621298773,0.0797650621298773,0.0757088118844795,0.0757088118844795,0.0657088118844795,0.0797858444232897,0.0900732819759645,0.0800732819759645,0.0797650621298773,0.0897650621298773,0.0797650621298773
179,0.0482652355900502,0.0482652355900502,0.0482652355900502,0.0432644417686257,0.0432644417686257,0.0832644417686257,0.0482779724338662,0.00827660540485751,0.0482766054048575,0.0482652355900502,0.00826523559005023,0.0482652355900502,0.0783269560702335,0.0783269560702335,0.0783269560702335,0.0742677073476682,0.0742677073476682,0.0642677073476682,0.0783477535311635,0.0886351910838383,0.0786351910838383,0.0783269560702335,0.0883269560702335,0.0783269560702335
180,0.0473950484941113,0.0473950484941113,0.0473950484941113,0.0423924403168393,0.0423924403168393,0.0823924403168393,0.0474077945156774,0.00740642748666871,0.0474064274866687,0.0473950484941113,0.0073950484941113,0.0473950484941113,0.0769147780169569,0.0769147780169569,0.0769147780169569,0.0728525848775869,0.0728525848775869,0.0628525848775869,0.0769355903719451,0.0872230279246199,0.0772230279246199,0.0769147780169569,0.0869147780169569,0.0769147780169569
181,0.0465405502386531,0.0465405502386531,0.0465405502386531,0.0415361604170501,0.0415361604170501,0.0815361604170501,0.0465533052725012,0.0065519382434925,0.0465519382434925,0.0465405502386531,0.00654055023865312,0.0465405502386531,0.0755280605069493,0.0755280605069493,0.0755280605069493,0.0714629760364681,0.0714629760364681,0.0614629760364681,0.0755488874874667,0.0858363250401415,0.0758363250401416,0.0755280605069493,0.0855280605069493,0.0755280605069493
182,0.0457014579652918,0.0457014579652918,0.0457014579652918,0.0406953186211094,0.0406953186211094,0.0806953186211094,0.045714221848937,0.00571285481992829,0.0457128548199283,0.0457014579652918,0.00570145796529182,0.0457014579652918,0.0741663445051322,0.0741663445051322,0.0741663445051322,0.070098420832137,0.070098420832137,0.060098420832137,0.0741871858474912,0.084474623400166,0.074474623400166,0.0741663445051322,0.0841663445051322,0.0741663445051322
183,0.0448774939153745,0.0448774939153745,0.0448774939153745,0.0398696365912323,0.0398696365912323,0.0798696365912323,0.0448902664892613,0.00488889946025261,0.0448888994602526,0.0448774939153745,0.00487749391537447,0.0448774939153745,0.0728291792524957,0.0728291792524957,0.0728291792524957,0.0687584675657431,0.0687584675657431,0.0587584675657431,0.0728500346977628,0.0831374722504376,0.0731374722504376,0.0728291792524957,0.0828291792524957,0.0728291792524957
184,0.0440683853380347,0.0440683853380347,0.0440683853380347,0.039058841007862,0.039058841007862,0.079058841007862,0.0440811664454844,0.00407979941647572,0.0440797994164757,0.0440683853380347,0.00406838533803466,0.0440683853380347,0.0715161221168871,0.0715161221168871,0.0715161221168871,0.0674426726822373,0.0674426726822373,0.0574426726822373,0.071536991410797,0.0818244289634718,0.0718244289634718,0.0715161221168871,0.0815161221168871,0.0715161221168871
185,0.0432738643999057,0.0432738643999057,0.0432738643999057,0.0382626634791944,0.0382626634791944,0.0782626634791944,0.0432866538870645,0.00328528685805575,0.0432852868580558,0.0432738643999057,0.00327386439990569,0.0432738643999057,0.0702267384464894,0.0702267384464894,0.0702267384464894,0.066150600623546,0.066150600623546,0.056150600623546,0.0702476213393612,0.080535058892036,0.070535058892036,0.0702267384464894,0.0802267384464894,0.0702267384464894
186,0.0424936680964617,0.0424936680964617,0.0424936680964617,0.0374808404523343,0.0374808404523343,0.0774808404523343,0.0425064658122494,0.00250509878324073,0.0425050987832407,0.0424936680964617,0.00249366809646171,0.0424936680964617,0.0689606014259418,0.0689606014259418,0.0689606014259418,0.0648818236843906,0.0648818236843906,0.0548818236843906,0.0689814976725961,0.0792689352252709,0.0692689352252709,0.0689606014259418,0.0789606014259418,0.0689606014259418
187,0.0417275381649572,0.0417275381649572,0.0417275381649572,0.036713113126054,0.036713113126054,0.0767131131260539,0.0417403439610177,0.00173897693200898,0.041738976932009,0.0417275381649572,0.00172753816495722,0.0417275381649572,0.067717291935054,0.067717291935054,0.067717291935054,0.0636359218707075,0.0636359218707075,0.0536359218707075,0.0677382012947318,0.0780256388474066,0.0680256388474066,0.067717291935054,0.077717291935054,0.067717291935054
188,0.0409752209989362,0.0409752209989362,0.0409752209989362,0.0359592273651231,0.0359592273651231,0.0759592273651231,0.0409880347295879,0.000986667700579223,0.0409866677005792,0.0409752209989362,0.000975220998936176,0.0409752209989362,0.0664963984100681,0.0664963984100681,0.0664963984100681,0.062412482760621,0.062412482760621,0.052412482760621,0.0665173206463511,0.0768047581990259,0.0668047581990259,0.0664963984100681,0.0764963984100681,0.0664963984100681
189,0.0402364675642825,0.0402364675642825,0.0402364675642825,0.0352189336161849,0.0352189336161849,0.075218933616185,0.0402492890864706,0.000247922057461908,0.0402479220574619,0.0402364675642825,0.000236467564282451,0.0402364675642825,0.0652975167074211,0.0652975167074211,0.0652975167074211,0.0612111013679215,0.0612111013679215,0.0512111013679215,0.0653184515881535,0.0756058891408283,0.0656058891408283,0.0652975167074211,0.0752975167074211,0.0652975167074211
190,0.039511033316784,0.039511033316784,0.039511033316784,0.0344919868251484,0.0344919868251484,0.0744919868251484,0.0395238624900328,-0.000477504538975902,0.0395224954610241,0.039511033316784,-0.000488966683216019,0.039511033316784,0.0641202499699649,0.0641202499699649,0.0641202499699649,0.0600313800080064,0.0600313800080064,0.0500313800080064,0.0641411972671764,0.0744286348198512,0.0644286348198512,0.0641202499699649,0.0741202499699649,0.0641202499699649
