Iteration,ValueMatrixChange,PursuerGainChange,EvaderGainChange,ClosedLoopRadius,GameMatrixRcond,PursuerCurvature,EvaderCurvature
44,0.199627798722788,0.00091427296640095,0.00136578738998007,0.981916643047977,0.566255050693361,1.76147800325191,-0.998770397061221
45,0.192472886300245,0.000881509978042009,0.00131683642073834,0.981918578651082,0.566238534392469,1.76149096986613,-0.99876107587509
46,0.18557514766302,0.000849923953432888,0.00126964544574176,0.981920444852938,0.566222610665708,1.7615034718422,-0.998752088920512
47,0.17892528899649,0.000819472453791738,0.00122415072055429,0.981922244154879,0.566207258168504,1.76151552586772,-0.998743424167029
48,0.172514355593859,0.000790114573070946,0.00118029085626514,0.981923978966441,0.566192456331289,1.76152714802927,-0.998735070021374
49,0.166333719305289,0.000761810884041623,0.00113800672652922,0.981925651608983,0.566178185330875,1.76153835383404,-0.998727015311109
50,0.160375066454797,0.000734523385869761,0.00109724137916982,0.981927264319123,0.566164426062936,1.76154915823059,-0.998719249268949
51,0.154630386209009,0.000708215453230962,0.00105793995197964,0.981928819252012,0.566151160115534,1.76155957562904,-0.998711761517719
52,0.149091959381793,0.000682851786989517,0.00102004959239916,0.98193031848444,0.566138369743665,1.76156961992045,-0.998704542055922
53,0.143752347659237,0.000658398366450364,0.000983519380796815,0.981931764017803,0.566126037844761,1.76157930449558,-0.998697581243875
54,0.138604383229617,0.000634822403178829,0.000948300257108519,0.98193315778095,0.566114147935127,1.76158864226293,-0.998690869790393
55,0.133641158803384,0.000612092296372888,0.000914344950619909,0.981934501632889,0.566102684127259,1.7615976456662,-0.998684398739992
56,0.128856018008647,0.000590177589763136,0.000881607912703261,0.981935797365391,0.566091631108027,1.76160632670108,-0.998678159460579
57,0.124242546148015,0.00056904893001388,0.000850045252336647,0.981937046705478,0.566080974117665,1.76161469693145,-0.998672143631618
58,0.119794561303027,0.000548678026586287,0.000819614674252552,0.981938251317818,0.566070698929555,1.76162276750499,-0.998666343232751
59,0.115506105773075,0.000529037613031657,0.00079027541957713,0.981939412807019,0.566060791830765,1.76163054916824,-0.998660750532836
60,0.111371437835895,0.000510101409670397,0.00076198820883255,0.981940532719831,0.566051239603311,1.76163805228112,-0.998655358079413
61,0.107385023817374,0.000491844087619261,0.000734715187187284,0.981941612547262,0.566042029506121,1.76164528683088,-0.998650158688553
62,0.103541530458748,0.000474241234122115,0.000708419871846242,0.98194265372662,0.566033149257664,1.7616522624456,-0.998645145435095
63,0.0998358175698023,0.000457269319144535,0.000683067101482385,0.981943657643468,0.566024587019223,1.76165898840716,-0.998640311643241
64,0.0962629309570094,0.000440905663188009,0.00065862298761811,0.981944625633505,0.566016331378799,1.76166547366376,-0.998635650877501
65,0.0928180956160556,0.000425128406283511,0.000635054867868356,0.981945558984381,0.566008371335592,1.76167172684197,-0.998631156933978
66,0.0894967091785629,0.000409916478123246,0.000612331260967927,0.981946458937444,0.566000696285073,1.76167775625835,-0.998626823831968
67,0.0862943356032508,0.000395249569288802,0.000590421823504325,0.981947326689416,0.565993296004596,1.76168356993065,-0.998622645805877
68,0.0832066991021036,0.000381108103539459,0.000569297308286392,0.981948163394006,0.565986160639544,1.76168917558858,-0.998618617297428
69,0.0802296782925786,0.000367473211118494,0.000548929524281695,0.981948970163475,0.565979280689982,1.76169458068424,-0.998614732948162
70,0.0773593005671096,0.000354326703044072,0.000529291298055854,0.98194974807013,0.56597264699781,1.7616997924021,-0.998610987592211
71,0.0745917366716682,0.000341651046345523,0.000510356436657873,0.98195049814777,0.565966250734371,1.76170481766869,-0.998607376249331
72,0.0719232954853162,0.000329429340212166,0.000492099691888679,0.981951221393074,0.565960083388534,1.76170966316186,-0.9986038941182
73,0.0693504189931216,0.000317645293020325,0.000474496725902136,0.981951918766945,0.565954136755195,1.76171433531978,-0.998600536569952
74,0.0668696774450521,0.000306283200205097,0.000457524078083953,0.981952591195797,0.565948402924213,1.76171884034957,-0.998597299141953
75,0.0644777646937403,0.000295327922946732,0.000441159133158538,0.981953239572803,0.565942874269745,1.76172318423562,-0.998594177531802
76,0.0621714937044021,0.000284764867640417,0.000425380090477862,0.981953864759089,0.565937543439968,1.76172737274762,-0.998591167591548
77,0.0599477922302575,0.000274579966120335,0.000410165934444405,0.98195446758489,0.565932403347185,1.76173141144826,-0.998588265322124
78,0.0578036986473264,0.000264759656610453,0.000395496406026601,0.981955048850665,0.565927447158282,1.76173530570074,-0.998585466867976
79,0.0557363579424463,0.000255290865373494,0.000381351975322975,0.981955609328165,0.565922668285542,1.76173906067592,-0.998582768511896
80,0.0537430178488198,0.000246160989034086,0.000367713815137372,0.981956149761473,0.565918060377788,1.76174268135921,-0.998580166670032
81,0.0518210251234802,0.000237357877548565,0.00035456377552395,0.981956670867988,0.56591361731185,1.76174617255731,-0.99857765788709
82,0.0499678219613711,0.000228869817799504,0.000341884359268661,0.981957173339399,0.565909333184346,1.76174953890459,-0.998575238831704
83,0.0481809425408683,0.000220685517789936,0.000329658698267516,0.981957657842598,0.565905202303754,1.76175278486928,-0.998572906291974
84,0.0464580096958724,0.000212794091415878,0.000317870530773269,0.981958125020579,0.565901219182782,1.76175591475948,-0.998570657171169
85,0.0447967317096635,0.000205185043795453,0.000306504179471762,0.981958575493292,0.565897378531009,1.76175893272889,-0.99856848848358
86,0.0431948992260332,0.000197848257133597,0.000295544530362516,0.981959009858475,0.565893675247792,1.76176184278238,-0.998566397350534
87,0.0416503822732644,0.000190773977102959,0.000284977012409449,0.981959428692448,0.565890104415436,1.7617646487813,-0.998564380996535
88,0.0401611273967729,0.000183952799720798,0.000274787577935016,0.981959832550888,0.565886661292607,1.76176735444867,-0.998562436745565
89,0.0387251548963769,0.000177375658705272,0.000264962683728982,0.981960221969565,0.565883341307986,1.76176996337415,-0.998560562017502
90,0.0373405561642733,0.000171033813291333,0.000255489272846342,0.981960597465056,0.565880140054153,1.76177247901879,-0.998558754324676
91,0.0360054911200169,0.000164918836490358,0.000246354757067942,0.981960959535444,0.565877053281688,1.7617749047197,-0.998557011268547
92,0.0347181857388878,0.000159022603777156,0.000237546999998901,0.98196130866097,0.565874076893496,1.76177724369445,-0.998555330536504
93,0.033476929670167,0.000153337282188075,0.000229054300782714,0.981961645304675,0.565871206939322,1.76177949904541,-0.998553709898779
94,0.0322800739420439,0.000147855319815101,0.000220865378406366,0.981961969913028,0.565868439610482,1.76178167376384,-0.99855214720547
95,0.0311260287499151,0.000142569435681697,0.00021296935657631,0.981962282916507,0.565865771234767,1.76178377073389,-0.998550640383678
96,0.0300132613250159,0.000137472609986037,0.000205355749142928,0.98196258473018,0.565863198271546,1.76178579273646,-0.99854918743474
97,0.0289402938804031,0.000132558074698026,0.000198014446054119,0.981962875754255,0.565860717307036,1.76178774245289,-0.998547786431564
98,0.0279057016314652,0.000127819304497617,0.000190935699818212,0.981963156374615,0.565858325049745,1.76178962246853,-0.998546435516063
99,0.026908110888207,0.000123250008040789,0.000184110112457456,0.981963426963334,0.565856018326084,1.76179143527617,-0.998545132896679
100,0.0259461972166617,0.00011884411954275,0.000177528622933978,0.98196368787916,0.565853794076133,1.7617931832794,-0.998543876845994
101,0.0250186836669144,0.000114595790665421,0.000171182495031592,0.98196393946801,0.565851649349558,1.76179486879575,-0.998542665698432
102,0.024124339065265,0.000110499382698029,0.000165063305675108,0.981964182063419,0.565849581301681,1.76179649405984,-0.99854149784804
103,0.0232619763682169,0.000106549459021838,0.000159162933673403,0.981964415986984,0.565847587189687,1.76179806122629,-0.99854037174635
104,0.0224304510759707,0.000102740777845631,0.000153473548868668,0.981964641548796,0.565845664368967,1.76179957237262,-0.998539285900319
105,0.0216286597033218,9.90682852052633e-05,0.000147987601677983,0.981964859047849,0.565843810289601,1.76180102950203,-0.99853823887034
106,0.0208555383057964,9.55271082152892e-05,0.00014269781301321,0.981965068772439,0.565842022492954,1.76180243454601,-0.998537229268328
107,0.0201100610590473,9.21125485643325e-05,0.000137597164564153,0.981965271000548,0.565840298608409,1.76180378936697,-0.998536255755872
108,0.0193912388895263,8.88200762454812e-05,0.000132678889433107,0.981965466000213,0.565838636350204,1.76180509576065,-0.998535317042458
109,0.0186981181546452,8.56453235130953e-05,0.000127936463107436,0.98196565402988,0.565837033514395,1.76180635545858,-0.99853441188375
110,0.0180297793704944,8.25840790569473e-05,0.00012336359475689,0.981965835338751,0.56583548797592,1.76180757013032,-0.998533539079933
111,0.017385335985515,7.96322823874664e-05,0.000118954218846149,0.981966010167112,0.56583399768577,1.76180874138572,-0.998532697474123
112,0.0167639331983741,7.67860184221917e-05,0.000114702487048639,0.981966178746655,0.565832560668269,1.76180987077701,-0.998531885950829
113,0.0161647468184439,7.40415122684834e-05,0.000110602760452329,0.981966341300782,0.565831175018436,1.76181095980094,-0.998531103434463
114,0.0155869821673839,7.13951241934081e-05,0.000106649602045901,0.981966498044909,0.565829838899461,1.76181200990069,-0.99853034888792
115,0.0150298730202495,6.88433447751827e-05,0.000102837769476342,0.981966649186742,0.565828550540258,1.76181302246782,-0.998529621311195
116,0.0144926805847749,6.63827902290263e-05,9.91622080661924e-05,0.98196679492656,0.56582730823311,1.76181399884414,-0.998528919740053
117,0.0139746925174189,6.40101979013603e-05,9.56180440834716e-05,0.981966935457482,0.565826110331398,1.76181494032344,-0.998528243244752
118,0.0134752219747787,6.17224219260713e-05,9.22005782523177e-05,0.981967070965714,0.565824955247417,1.76181584815326,-0.998527590928805
119,0.012993606699203,5.95164290374375e-05,8.89052794986849e-05,0.981967201630809,0.565823841450261,1.76181672353651,-0.998526961927791
120,0.0125292081372732,5.73892945329771e-05,8.57277789196948e-05,0.981967327625896,0.565822767463789,1.76181756763309,-0.998526355408208
121,0.0120814105899691,5.5338198382026e-05,8.26638639707698e-05,0.98196744911791,0.565821731864667,1.76181838156141,-0.998525770566361
122,0.0116496203934822,5.33604214740846e-05,7.97094728610618e-05,0.981967566267824,0.565820733280476,1.76181916639989,-0.998525206627303
123,0.011233265129373,5.1453342002137e-05,7.68606891512712e-05,0.981967679230848,0.565819770387883,1.7618199231884,-0.998524662843796
124,0.0108317928631972,4.96144319755712e-05,7.41137365440512e-05,0.981967788156646,0.565818841910895,1.76182065292959,-0.998524138495331
125,0.0104446714104679,4.78412538587634e-05,7.14649738639588e-05,0.981967893189525,0.565817946619153,1.76182135659029,-0.998523632887161
126,0.0100713876290002,4.61314573304155e-05,6.89108902149774e-05,0.98196799446864,0.565817083326304,1.76182203510275,-0.998523145349384
127,0.00971144673665823,4.44827761590318e-05,6.64481003142842e-05,0.981968092128165,0.565816250888425,1.76182268936588,-0.998522675236055
128,0.00936437165363914,4.28930251906819e-05,6.40733399924675e-05,0.981968186297477,0.565815448202504,1.76182332024646,-0.998522221924325
129,0.00902970236835574,4.1360097445262e-05,6.17834618552276e-05,0.98196827710133,0.565814674204975,1.76182392858027,-0.998521784813617
130,0.00870699532607512,3.98819613165305e-05,5.95754311015294e-05,0.981968364660015,0.565813927870307,1.7618245151732,-0.998521363324829
131,0.00839582283954964,3.84566578726907e-05,5.74463214911464e-05,0.981968449089523,0.565813208209643,1.76182508080235,-0.998520956899564
132,0.00809577252075509,3.70822982542999e-05,5.53933114571507e-05,0.981968530501699,0.565812514269486,1.76182562621701,-0.998520564999392
133,0.00780644673302839,3.57570611650525e-05,5.34136803583036e-05,0.98196860900439,0.565811845130434,1.76182615213971,-0.998520187105133
134,0.00752746206290497,3.44791904528239e-05,5.15048048650739e-05,0.981968684701584,0.565811199905964,1.76182665926713,-0.99851982271617
135,0.00725844881084549,3.32469927771917e-05,4.96641554761695e-05,0.981968757693555,0.56581057774125,1.76182714827105,-0.998519471349784
136,0.0069990505002793,3.20588353613945e-05,4.78892931592592e-05,0.98196882807699,0.56580997781203,1.76182761979921,-0.998519132540515
137,0.00674892340423103,3.09131438237156e-05,4.61778661126393e-05,0.981968895945122,0.565809399323516,1.76182807447625,-0.998518805839542
138,0.0065077360889251,2.98084000877899e-05,4.45276066432087e-05,0.98196896138785,0.565808841509337,1.76182851290441,-0.998518490814092
139,0.00627516897376871,2.87431403669435e-05,4.29363281550596e-05,0.981969024491856,0.56580830363052,1.76182893566446,-0.998518187046863
140,0.0060509139070929,2.77159532215062e-05,4.14019222485234e-05,0.98196908534073,0.565807784974516,1.76182934331638,-0.998517894135469
141,0.00583467375712345,2.67254776851172e-05,3.99223559200507e-05,0.981969144015068,0.565807284854249,1.76182973640013,-0.998517611691913
142,0.00562616201757692,2.57704014586783e-05,3.84956688653443e-05,0.981969200592588,0.565806802607207,1.76183011543639,-0.998517339342064
143,0.00542510242745425,2.4849459168706e-05,3.71199708773186e-05,0.981969255148229,0.565806337594565,1.76183048092719,-0.99851707672517
144,0.00523122860439161,2.39614306884449e-05,3.57934393377941e-05,0.981969307754251,0.565805889200334,1.76183083335666,-0.99851682349337
145,0.00504428369118342,2.31051395185827e-05,3.45143167995236e-05,0.981969358480333,0.56580545683055,1.76183117319159,-0.998516579311241
146,0.00486402001497847,2.22794512265414e-05,3.32809086538304e-05,0.981969407393661,0.565805039912478,1.76183150088211,-0.99851634385535
147,0.0046901987586596,2.14832719414496e-05,3.20915808832254e-05,0.981969454559021,0.565804637893862,1.76183181686223,-0.998516116813824
148,0.00452258964402759,2.07155469029309e-05,3.09447578928099e-05,0.981969500038881,0.565804250242184,1.76183212155048,-0.99851589788594
149,0.00436097062630061,1.99752590618724e-05,2.98389204211022e-05,0.98196954389348,0.565803876443965,1.7618324153504,-0.998515686781722
150,0.00420512759956335,1.92614277316415e-05,2.87726035242114e-05,0.981969586180901,0.565803516004081,1.76183269865113,-0.998515483221562
151,0.00405485411279199,1.85731072870384e-05,2.77443946330803e-05,0.981969626957151,0.565803168445105,1.76183297182789,-0.998515286935843
152,0.00390995109602856,1.79093859105537e-05,2.67529316801358e-05,0.981969666276237,0.56580283330668,1.76183323524249,-0.998515097664588
153,0.00377022659632705,1.72693843826024e-05,2.57969012926501e-05,0.981969704190235,0.5658025101449,1.7618334892438,-0.998514915157111
154,0.00363549552323185,1.66522549161425e-05,2.48750370512757e-05,0.981969740749358,0.56580219853173,1.76183373416825,-0.998514739171686
155,0.00350557940328574,1.60571800317227e-05,2.39861178105036e-05,0.981969776002027,0.565801898054434,1.7618339703402,-0.998514569475229
156,0.00338030614338794,1.54833714744631e-05,2.31289660798045e-05,0.98196980999493,0.565801608315028,1.76183419807246,-0.998514405842984
157,0.00325950980259462,1.49300691680337e-05,2.23024464617339e-05,0.981969842773088,0.565801328929755,1.76183441766663,-0.998514248058231
158,0.00314303037209541,1.43965402073712e-05,2.15054641472835e-05,0.981969874379912,0.565801059528575,1.76183462941355,-0.998514095911994
159,0.00303071356305137,1.38820778868655e-05,2.07369634637296e-05,0.981969904857261,0.565800799754672,1.76183483359364,-0.998513949202768
160,0.00292241060205464,1.33860007633018e-05,1.99959264755975e-05,0.9819699342455,0.565800549263987,1.76183503047734,-0.998513807736248
161,0.00281797803388237,1.29076517528066e-05,1.92813716349063e-05,0.981969962583551,0.565800307724756,1.76183522032538,-0.998513671325075
162,0.00271727753132553,1.24463972594708e-05,1.85923524798292e-05,0.981969989908941,0.565800074817074,1.7618354033892,-0.998513539788586
163,0.00262017571180703,1.20016263357186e-05,1.79279563807305e-05,0.981970016257862,0.565799850232469,1.76183557991123,-0.998513412952575
164,0.00252654396058701,1.15727498721646e-05,1.72873033295916e-05,0.981970041665207,0.565799633673497,1.76183575012527,-0.998513290649061
165,0.00243625826025451,1.11591998170895e-05,1.66695447740441e-05,0.981970066164625,0.565799424853342,1.76183591425674,-0.998513172716069
166,0.00234919902638467,1.07604284233696e-05,1.60738624929415e-05,0.981970089788562,0.565799223495441,1.76183607252299,-0.998513058997412
167,0.00226525094898646,1.03759075223371e-05,1.54994675111035e-05,0.981970112568305,0.565799029333114,1.76183622513364,-0.998512949342483
168,0.00218430283970857,1.00051278241737e-05,1.4945599054476e-05,0.981970134534021,0.565798842109214,1.76183637229079,-0.998512843606061
169,0.00210624748445624,9.64759824236695e-06,1.441152354108e-05,0.9819701557148,0.565798661575784,1.76183651418932,-0.998512741648112
170,0.00203098150130533,9.30284524353437e-06,1.38965336094756e-05,0.981970176138693,0.565798487493727,1.76183665101717,-0.998512643333609
171,0.0019584052034997,8.97041221936421e-06,1.33999471810599e-05,0.981970195832747,0.565798319632494,1.76183678295553,-0.998512548532349
172,0.00188842246732846,8.64985888173784e-06,1.29211065562173e-05,0.981970214823044,0.565798157769776,1.76183691017912,-0.998512457118783
173,0.00182094060473893,8.34076067930384e-06,1.24593775424824e-05,0.981970233134732,0.565798001691205,1.76183703285645,-0.998512368971849
174,0.00175587024054184,8.04270823475476e-06,1.20141486146708e-05,0.981970250792061,0.56579785119008,1.76183715114996,-0.998512283974812
175,0.00169312519393669,7.75530680241167e-06,1.15848301042098e-05,0.981970267818417,0.565797706067083,1.76183726521632,-0.998512202015107
176,0.00163262236434591,7.47817574543252e-06,1.11708534177771e-05,0.981970284236347,0.565797566130021,1.76183737520659,-0.998512122984194
177,0.00157428162128215,7.21094803090105e-06,1.07716702841229e-05,0.981970300067592,0.565797431193569,1.76183748126642,-0.998512046777411
178,0.00151802569817986,6.95326974398332e-06,1.03867520273233e-05,0.98197031533312,0.565797301079027,1.76183758353628,-0.998511973293836
179,0.00146378009001248,6.70479961884373e-06,1.00155888665152e-05,0.981970330053144,0.565797175614079,1.76183768215159,-0.998511902436154
180,0.00141147295458731,6.46520858641211e-06,9.65768924040183e-06,0.981970344247159,0.565797054632569,1.76183777724295,-0.998511834110528
181,0.00136103501734045,6.23417933849976e-06,9.31257915584945e-06,0.981970357933961,0.565796937974279,1.7618378689363,-0.998511768226475
182,0.00131239947956778,6.01140590740776e-06,8.97980156025195e-06,0.981970371131678,0.565796825484715,1.76183795735305,-0.998511704696744
183,0.00126550192991232,5.79659326030799e-06,8.65891573525922e-06,0.981970383857785,0.565796717014907,1.7618380426103,-0.998511643437204
184,0.00122028025904033,5.58945690886203e-06,8.34949671410405e-06,0.981970396129135,0.565796612421206,1.76183812482096,-0.998511584366728
185,0.00117667457734412,5.3897225317937e-06,8.05113471722475e-06,0.981970407961977,0.565796511565098,1.76183820409388,-0.998511527407091
186,0.00113462713561016,5.19712561186689e-06,7.7634346103191e-06,0.981970419371985,0.56579641431302,1.76183828053406,-0.998511472482862
187,0.00109408224850061,5.01141108518206e-06,7.48601538053965e-06,0.981970430374267,0.565796320536181,1.76183835424272,-0.998511419521306
188,0.00105498622079459,4.83233300346047e-06,7.21850963196877e-06,0.981970440983392,0.565796230110393,1.76183842531746,-0.998511368452287
189,0.0010172872762368,4.65965420821685e-06,6.96056309843889e-06,0.98197045121341,0.565796142915905,1.76183849385241,-0.998511319208175
190,0.000980935488973634,4.49314601631303e-06,6.71183417479149e-06,0.981970461077869,0.565796058837247,1.76183855993834,-0.998511271723758
191,0.000945882717397772,4.33258791762154e-06,6.47199346402769e-06,0.981970470589831,0.565795977763074,1.76183862366274,-0.998511225936154
192,0.00091208254037393,4.17776728206999e-06,6.24072334090245e-06,0.981970479761893,0.565795899586022,1.76183868511002,-0.998511181784727
193,0.00087949019575258,4.02847907895543e-06,6.01771753162198e-06,0.9819704886062,0.565795824202562,1.76183874436155,-0.99851113921101
194,0.000848062521074864,3.88452560437802e-06,5.80268070736167e-06,0.981970497134465,0.565795751512866,1.76183880149578,-0.998511098158623
195,0.000817757896387076,3.74571622019152e-06,5.5953280939813e-06,0.981970505357982,0.565795681420673,1.76183885658838,-0.998511058573203
196,0.000788536189134476,3.61186710083067e-06,5.39538509416831e-06,0.98197051328764,0.565795613833161,1.7618389097123,-0.998511020402327
197,0.000760358700961863,3.4828009903247e-06,5.20258692364919e-06,0.981970520933942,0.565795548660827,1.7618389609379,-0.998510983595449
198,0.000733188116500485,3.35834696708496e-06,5.01667826119062e-06,0.981970528307011,0.565795485817365,1.76183901033301,-0.998510948103827
199,0.00070698845389129,3.23834021788486e-06,4.83741290955227e-06,0.981970535416611,0.565795425219554,1.76183905796303,-0.99851091388046
200,0.000681725017167831,3.12262181915319e-06,4.66455346978563e-06,0.981970542272158,0.565795366787146,1.76183910389106,-0.998510880880028
201,0.000657364350270395,3.011038526882e-06,4.49787102690339e-06,0.981970548882729,0.565795310442762,1.76183914817789,-0.998510849058831
202,0.000633874192750878,2.90344257342323e-06,4.33714484630175e-06,0.981970555257081,0.565795256111787,1.76183919088219,-0.998510818374729
203,0.000611223437019749,2.79969147159722e-06,4.18216208200589e-06,0.981970561403651,0.565795203722273,1.7618392320605,-0.998510788787089
204,0.000589382087167986,2.69964782656288e-06,4.03271749365355e-06,0.981970567330581,0.565795153204843,1.76183927176735,-0.99851076025673
205,0.000568321219222967,2.6031791529382e-06,3.88861317621224e-06,0.981970573045721,0.5657951044926,1.76183931005533,-0.998510732745871
206,0.000548012942848229,2.51015770027102e-06,3.74965829638917e-06,0.981970578556636,0.565795057521036,1.76183934697513,-0.99851070621808
207,0.00052843036438342,2.4204602832021e-06,3.61566884059845e-06,0.981970583870625,0.565795012227949,1.76183938257564,-0.998510680638228
208,0.000509547551249006,2.33396811849596e-06,3.48646737136245e-06,0.981970588994726,0.56579496855336,1.76183941690402,-0.998510655972443
209,0.000491339497586212,2.25056666772466e-06,3.36188279176958e-06,0.981970593935724,0.565794926439433,1.76183945000571,-0.99851063218806
210,0.000473782091127566,2.17014548566353e-06,3.24175011938294e-06,0.98197059870016,0.5657948858304,1.76183948192455,-0.998510609253583
211,0.00045685208129521,2.09259807374901e-06,3.12591026743772e-06,0.981970603294346,0.565794846672483,1.76183951270282,-0.998510587138641
212,0.000440527048359462,2.01782173939764e-06,3.01420983421685e-06,0.981970607724364,0.565794808913829,1.76183954238126,-0.99851056581395
213,0.000424785373793312,1.94571745955067e-06,2.9065008998106e-06,0.981970611996081,0.565794772504436,1.76183957099918,-0.998510545251271
214,0.000409606211602516,1.87618974999282e-06,2.80264083047694e-06,0.981970616115154,0.565794737396089,1.76183959859447,-0.998510525423373
215,0.00039496946074348,1.80914653864298e-06,2.70249208927127e-06,0.981970620087037,0.565794703542296,1.76183962520369,-0.998510506304
216,0.000380855738474945,1.74449904344803e-06,2.60592205440555e-06,0.98197062391699,0.565794670898228,1.76183965086205,-0.998510487867833
217,0.000367246354714731,1.6821616551734e-06,2.51280284317607e-06,0.981970627610085,0.565794639420656,1.76183967560355,-0.99851047009046
